input,output
"Read the following article and answer the question.
Article: OOOo® access to c8, Black will get both remaining
oOo -— mm Oh & HW
eeee moves along the South edge.
| Resolving an Edge. A resolved edge is
40
Diagram o4+-6 one where neither player can make any more
safe moves. Diagram 85 shows four of the
Othello: Brief & Basic
more common resolved edges: the unbal-
anced edge (East), the balanced edge
(South), the dual-unbalanced edge (West),
while the North edge is typically referred to
as an ""even-four."" Note that the North edge
would still be considered resolved even if
the disc(s) at dl and/or e1 were Black (i.e.
wedged in). The dual-unbalanced edge is a
2
| |OOCee
particularly interesting pattern and may lead 4 eeeece)
to each player attacking the other's position 5 C C ®@ C ®@ C)
via corner sacrifices (e.g. b2 for Black vs. b7
for White), with a3 becoming a tempo- © C3 ® ® C3 C3 C)
;
8
ini fe h fitabl
iake it first Some of these resolved edges 7 (|_| OHMIC
eee0
may not stay permanently resolved. Thus,
the even-four in Diagram 85 is a resolved
edge only because White cannot get access Diagram 65
to bl or gl. Similarly the East edge is re-
solved because Black does not have access
to h2. Safe access to these squares may be a ob
+,
reestablished later in the game.
Is it a good idea to resolve an edge as_ 1
soon as you can, or should you leave it unre-
solved for a while, or even let your opponent
resolve it? As so often is the case, it depends.
Resolving an edge tends to simplify the
overall board position and (almost by defini-
Question: Which of the following is a resolved edge?
Answer:",The West edge.
"Resolving an edge tends to simplify the
overall board position and (almost by defini-
tion) reduces the number of safe moves in
the region of the board in question. Whether
this is good or bad depends on the particular
board position, though most typically it is
the player who already has the lead that
gains the most immediate benefit from re-
solving an edge quickly (see also Point #13). C3
Sometimes a player will need to take .
""desperate"" action to prevent an edge from Uiagram
being resolved by an opponent. Thus, in Dia-
gram 86, Black could go to h7, balancing the
East edge. But White would continue by goimg to b1, balancing the North edge. This
leaves Black in a losing position. So instead, Black should go to b2 immediately, pre-
venting White from safely balancing the North edge. Now it is Black that will win the
game. [A digression: Moves like Black's b2 move can sometimes block opponent's
from A-squares as well as C-squares, as would be the case if cl were vacant in Diagram
86.] This example serves as a convenient introduction to our next and last point.
Ss
O
®
eee
Je)
eee
OO
O
ck to play
@
©
©
©
eeeees
Qe @OCeCr
et (Sees ep
WeCe@Vee.:
©
Oo a om Of & Wo ht
O
oo
6: Bl
o
21. Decisive Moves and Prioritizing of Moves.
The previous 20 points have described a collection of rules, principles, generaliza-
tions, and guidelines for making intelligent decisions about what is the best move in any
Question: What is probably true about the author?
===
The answer to the above question is",He is a good player
"Read the following context and answer the question.
Context: tions, and guidelines for making intelligent decisions about what is the best move in any
particular Othello position. However, making such decisions in actual games requires
combining these ideas into an integrated overview. For example, in a given position,
there may be an unbalanced edge waiting to be balanced, an opponent's move waiting to
be poisoned, a potential tempo-gain by the opponent to try to prevent, and a safe move
to take before the opponent blocks it. Which of these valid concerns should take prece-
dence? What if attaining one goal actually interferes with another? This section discuss-
es two concepts that I believe are useful in solving these inevitable dilemmas.
Othello: Brief & Basic 41
ianeeCe
2 @@CO@O
jeeoue
ee { ee
‘gee?
@OCe Cr
20 \ ieee
7
3
Diagram 87: White to move
hi
1
eees
210 (OOOO
eenooce
1@OCOC CO
5} OOOO
OOO @OO
CO! @e@
7
3
Diagram 66-6: After moves
41-45 (a5!-al-a?-a8-b2)
42
Decisive Moves. It often happens, espe-
cially between two players of about equal
skill, that the endgame arrives with neither
player having a clear path to victory. It may
be that a computer could show that one or
the other player has an undeniable win with
perfect play, but since neither player is like-
ly to play perfectly for the last 20 moves,
this may not be very relevant (though it of-
ten provides a very instructive after-the-
game analysis). Yet, at some point, a move
is made after which, barring any major blun-
ders, the outcome seems decided. This move
Question: The author probably believes that:
Answer:",Othello is a game that requires a lot of thought
"is made after which, barring any major blun-
ders, the outcome seems decided. This move
is called the decisive move (though occa-
sionally the critical nature of such a move
will not be apparent until looked at in retro-
spect one or two moves later). I realize this
is a subjective definition, since recognition
of a decisive move will depend upon a
player's overall Othello ability. But I still be-
lieve itis an instructive concept.
An example of this concept is in Dia-
gram 87. White has an opportunity to make
a decisive move. Before reading further, see
if you can find it. Ready? Okay. White
should go to al! Though this is a fairly obvi-
ous choice to Othello experts, less skilled
players (who have learned about the danger
of unbalanced edges) may be surprised. Af-
ter all, this move allows Black to follow by
taking the wedge at bl, gaining undeniable
access to h1 securing both the north and east
edges. Despite all this, after al-b1l-a7-h1-g2,
White gets the remaining 2 corners and
more than enough discs to win the game. In
contrast, if White takes the seemingly desir-
able quiet move to a7 (rather than a1 initial-
ly), it quickly leads to disaster. Black fol-
lows with g7, gaining control of the al-h8
main diagonal. Now White can no longer go
to al. He has missed his chance at a decisive
move, and is now set up to lose all four cor-
ners and the game. In essence, Black's g7
(rather than White's potential al) became
the decisive move of the game. [Note: A
According to the above context, answer the following question.
The author believes that:",A decisive move is an instructive concept
"(rather than White's potential al) became
the decisive move of the game. [Note: A
similar situation existed in Diagram 86:
Black needed to recognize and take the deci-
sive move to b2 rather than the seemingly
safer (but losing) move to h7.] Note also
how a seemingly minor change in just one
disc can alter the position dramatically:
thus, if the disc at d4 in Diagram 87 were
White, a Black move to g7 would no longer
give Black control of the main diagonal.
White could now safely go to a7 (in prefer-
ence to the previously recommended a1)!
Othello: Brief & Basic
The point of all this is: Always be watching for decisive moves and when you find
one, take it immediately. Don't let the critical moment pass. Make sacrifices if neces-
sary. Look especially for bold unexpected moves that may seal a victory rather than
more conservative ""safe"" moves that leave the outcome still in doubt. Avoid the tempta-
tion to wait for a more favorable position or you may discover that your winning oppor-
tunity will disappear altogether.
My personal favorite for a decisive move is from a ""postal Othello"" game I played.
The critical position is shown in Diagram 88—A. I was Black and none of my possible
choices at move 41 seemed to lead to the clear-cut path to victory that I was seeking. Fi-
nally, I discovered a truly wonderful (and decisive) move: a5! Even though it sacrificed
the al corner, I knew I had the game won. After White predictably went to a1, I contin-
According to the above context, answer the following question.
What does the author think about the game?",He thinks it is fun.
"Read the following context and answer the question.
Context: the al corner, I knew I had the game won. After White predictably went to a1, I contin-
ued by going to a7, allowing White to take a second comer at a8(!). I then went to b2 at
move 45, leaving the position as shown in Diagram 88-B. The game was now ""over"":
White would be forced to concede the h1 corner and I had b1, b7, and b8 as free moves
whenever I wanted them!
Though ""provable"" decisive moves are a ob
limited to the endgame, moves that appear to
be decisive (1.e. that seem to be a pivotal
turning point in the game) can occur much
earlier, even in the opening phase. For exam-
ple, Diagram 89 is taken from a game I
played in the 1982 U.S. Nationals. I went to
cl at move 18 which set up an edge trap of
the sort described in Diagram 82 (i.e. Black
has no access to e1). In this case, Black has
even worse problems: if he chooses to go to
b1 (to avoid the loss of tempo), White could
continue with g2, setting up a Stoner trap
(see Point #8). Black therefore went to h3,
leaving White to take el at move 20. This
was the beginning of a deterioration that led
to Black decisively losing the game.
& hi
Tn
(ic
OO
®
oe
ee
Oe
Oe
O
OL |OIO
kt OSs
Oo a mm Oh fF Wo ht
Diagram og
Prioritizing of Moves. Decisive moves are really a special case of a still more gen-
eral concept: how to ""read the position"" and prioritize the possible moves. That is,
how to determine what aspect of any position is most critical -- what opportunity needs
Question: What is the name of the game?
Answer:",not enough information
"Read the following article and answer the question.
Article: how to determine what aspect of any position is most critical -- what opportunity needs
to be taken immediately or what pitfall needs to be avoided at all costs. This, in turn, de-
termines which move to take. For example, it may be that if you do not immediately
block your opponent's good move, your opponent will gain a clear advantage (or, in the
worst case, a decisive winning position). Clearly, you must prevent this if you can.
Thus, White's decision in Diagram 87 to make the al move, as opposed to a7 (or any
other move), can be viewed as based on the recognition that preventing Black from
gaining control of the al-h8 main diagonal was the most critical, highest priority con-
cern at that moment. All other considerations were secondary. It wouldn't matter wheth-
er White knew that al was a winning move or not. It would be sufficient for White to
know that unless he stopped Black from getting control of the main diagonal, it would
lead to a sure loss.
Diagram 90 presents another example on this topic. It is Black to move. The ques-
tion is: What is the highest priority issue for Black in this position and what move will
best address this issue? First let's take an overview look at the board: Black has numer-
ous choices but few good ones. Black is walled off from the south edge, while White is
walled off from the north and east edges except for the black disc at c2. But Black is un-
der pressure because it is now his move. He has to make a move that breaks across one
Question: The passage is most likely to be taken from   _  .
Answer:",a chess book
"Read the following article and answer the question.
Article: der pressure because it is now his move. He has to make a move that breaks across one
of White's two walls. The situation is made worse by the fact that, no matter where
Black goes, White has an excellent response with a6. This will force Black to make a
second undesirable move across White's walls - unless Black can follow White's a6
Othello: Brief & Basic 43
f ag oh with b6. But Black currently does not have
access to b6. Which means that White is
threatening to take both a6 and b6 on subse-
quent moves - forcing Black to make a series
of wall-breaking moves that will seriously
Gf not hopelessly) deteriorate his position.
The priorities are now clear: it is imperative
that Black establish access to b6 immediate-
ly, in as quiet a manner as possible. The best
choice is d1! By flipping the disc at d4, it es-
tablishes undeniable access to b6. As a bo-
nus, it opens up no new moves for White -
White already has access to cl. No other
Black move has all these benefits. It still
may not be certain that Black will win the
game after the dl move, but he has clearly
recognized the highest priority issue and
made the move that best deals with it. A
player that consistently make moves like this is sure to be a tough opponent.
This Handbook, of necessity, provides only the most general of guidelines on how to
prioritize moves. Specific rules are hard to make when so much can vary with different
positions. The usual caveats apply here: In actual games, the highest priority issue may
Question: The text is mainly about   _  .
Answer:",the importance of priorities in the game
"Read the following article and answer the question.
Article: positions. The usual caveats apply here: In actual games, the highest priority issue may
not be as clear-cut as in the above examples. There may even be several concerns that
seem equally important. Or it may be that there is apparently no move that clearly
solves the highest priority problem. That's when you will need all your Othello skills
and experience to come up with what you hope will be the best choice. The ability to
read positions quickly and accurately is certainly one of the hallmarks of what separates
average-to-good Othello players from true experts.
OOO
| ee)
ee Cee
OO@OCO
BOC OO
O
O
©
©
©
©
Oo a mm Oh fF Wo ht
Diagram 90; Black to move
PUTTING IT ALL TOGETHER: THE COMPLETE GAME
In this section, we finally put together all the pieces from the previous 21 points and, for
the first time, examine transcripts of complete games between expert players. But first,
let's review some advice particularly relevant to game transcript analyses:
1. Look for the pivotal pomts im the game (e.g. What opening was chosen and how did it
develop? Who seems to have the lead and who is playing defensively in each phase of the
game? When did the decisive move occur?) Note that the timing or sequencing of moves is
often critical: a move that wins the game if taken immediately, may be a game-losing blun-
der by the player's next turn. Similarly, the placement or flipping of even a single disc can
be critical to the outcome of a game.
Question: Which of the following is not mentioned in the passage?
Answer:",The players' attitudes towards the game.
"Read the following article and answer the question.
Article: be critical to the outcome of a game.
2. Try to read the position as the players might have: what was each player's highest pri-
ority concern at each move and why? How did the players resolve decisions involving
multiple considerations and/or apparently equally attractive moves (e.g. trying to decide
which of two quiet moves to take first)?
3. In many of the previous diagrams, the positions were chosen (or even contrived) to
show a particular point as clearly as possible. In a real game, issues are often not that clear.
Real players (even experts) don't always resolve these issues correctly, so don't assume
that these transcripts are free of player errors. Try to discover any critical mistakes.
4. Study the transcripts for examples of how the strategies and tactics discussed in this
Handbook are actually used (e.g. how was control obtained and maintained? How, if at all,
did the player avoid the ""tightening noose"" of move limitation? Was there an attempt at
""edge-creeping"" and was it successful? Did there appear to be any unusual preplanned
openings, good counter-intuitive moves, or unexpected traps etc.?). In summary, try to de-
velop a feel for the ""flow"" of a game - see each move in the context of an overall plan rath-
er than as an isolated decision.
44 Othello: Brief & Basic
Transcripts. The two transcripts shown
here do not necessarily reflect state-of-the-art
Othello (the first dates back to 1980, while the 1
other is from 1982). But they both represent
Question: The transcripts are used to   _  .
Answer:",show the strategies and tactics discussed in the handbook
"Read the following article and answer the question.
Article: Othello (the first dates back to 1980, while the 1
other is from 1982). But they both represent
well-played games between some of the best
players in the world. The first transcript is the
game in which the U.S.'s Jonathan Cerf won the 5 ae @ 7]
World Championship against Japan's Takuya 4 (39) Mis
Mimura. The first 14 moves are a textbook ex-
ample of the Maruoka diagonal opening (see 5 Miiog®
Point #14). After Mimura's unexpected move
15, Cerf countered with excellent defensive re-  ® er oe
sponses at move 16 and 18. Thus, Cerf's move
18 to d2 effectively blocked Mimura from the ? Is)
POM (see Point #15) at f4, and as an added bo-
nus established access to f4 for himself! An- DO 7Dien
other good defensive move is Cerf's move 26 to Diagram 91
f1, robbing Black of access to f7. The sequence MimurpafB-21) - Cerf€l-433
from move 37 to 44 wound up leaving Mimura
in an essentially hopeless position.
The second transcript is a game from the b d
1982 U.S. Nationals between two of this coun-
try's perennial top players, David Shaman and 1 | | | en Go)
Brian Rose. Shaman chose the perpendicular
opening. The game is marked by the efforts of = ay) 55) (28)
both players to contain the mobility of the other
within different regions of the board (see also 5 DD@Do
Point #13). For example, note how Shaman's 4 |So/GA20IC
move 18 to e8 played into the South area (1.e.
the area where Black already had his greatest 5 my 3
mobility), while Rose's move 19 response (h6)
Question: Which of the following statements is true?
Answer:",The two games are both very important.
"the area where Black already had his greatest 5 my 3
mobility), while Rose's move 19 response (h6)
adhered to the same principle along the East © ep Gaia K2)
edge. Rose's move 31 (f2) was regarded as a
mistake (it allows White to effectively respond 7 iceDise
with b4): Black probably should have gone to 5
b4 himself. Finally, the transcript is noteworthy eS EE
for the position that occurs prior to move 45. Diagram 92
Rose made the reasonable move of a7, but after Rose(B-28) - ShoamantW-36)
Shaman's correct continuation of 46. h2, the re-
sult is a losing position for Rose. Rose's correct
(and winning) move was 45. h5 (leading to a likely subsequent sequence of H7-a5-A7-b7,
and giving Rose complete control of the game).
These mini-analyses only touch the surface of what could be said about these games.
Playing the game out yourself will hopefully provide still more insights.
FINAL CONSIDERATIONS & CONCLUSIONS
a
La
7
oa
o
Sel GEE)
CIOS 21e/S)S)-
VIOOle|-/Oe-
GAS Pooe\e)-
CIBOS OSS /9)-
If someone were to ask me what I consider to be the single most important lesson a nov-
ice player could learn from reading this Handbook, it would be this: A realization, contrary
to some popular opinions, that Othello is not a game of luck nor a game in which planning
ahead is a futile exercise. It is instead a game with well-defined strategical and tactical con-
cepts (ones that are often different from what the novice player initially supposes), and in
Question: What is probably true about the author?
===
The answer to the above question is",He is a good player
"Read the following article and answer the question.
Article: cepts (ones that are often different from what the novice player initially supposes), and in
which long-term planning is all but essential. Itis my hope that this realization serves to in-
crease your enjoyment and understanding of this fascinating game. I hope it stimulates
your interest to learn still more about the game. To the extent that this Handbook has ac-
complished these goals, it has been successful.
Othello: Brief & Basic 45
In addition, I would hope that the reader gains some insight into the elegant ""simplicity""
of Othello. This can be best understood by considering how the better computer Othello
programs decide on their best move (prior to their endgame counting). Their programmers
have not provided them with even a small fraction of all the information presented in this
Handbook. Generally, they rely mostly on just a few of the more fundamental ideas: e.g.
move limitation and mobility, evaporation, value of stable discs. From these few and sim-
ple algorithms, the computer has to ""self-generate"" the ability to successfully deal with un-
balanced edges, gain control of the main diagonal, spring edge-traps etc. It seems remarka-
ble to me how well some computers can play, given these limitations. It serves as a useful
lesson to humans trying to develop a broad overview of what is important in learning to
play Othello well: the critical ideas are relatively few but extensive in their implications!
Question: The author's attitude towards the computer's play is  _  .
Answer:",admiring
"Read the following article and answer the question.
Article: play Othello well: the critical ideas are relatively few but extensive in their implications!
And of course, I would hope that this Handbook would enable you to become a better
player, help you to start on the road to joining the ranks of the experts. At the very least, I
hope this book would enable you to observe a game between experts with a much greater
sophistication and a much diminished sense of mystery. There's certainly a wealth of infor-
mation 1n here to assist the aspiring Othello player. But be aware that there is also much to
master that was never even mentioned: more techniques for maintaining mobility that go
beyond evaporation, more on timing of moves and setting up long sequences of moves,
more unusual edge plays and endgame ploys, more on creative and counter-intuitive
moves, much more on preplanned openings, deeper analyses of complete games, how to
play well under tournament time pressure, and more on aspects of Othello that I haven't
even discovered yet. And still more. In fact, the single biggest problem I had in writing
this Handbook was deciding what to leave out. There was always one more point I wanted
to make or one more diagram I wanted to include.
Finally, one of the things that any experts reading this Handbook would know is: every-
thing I've written here is wrong! — at least some of the time. Or to put it in its more usual
terminology: an exception exists for virtually every principle we have covered. But I sup-
Question: What is the best title of the passage?
Answer:",A Handbook on Othello
"Read the following context and answer the question.
Context: terminology: an exception exists for virtually every principle we have covered. But I sup-
pose that's what helps Othello to be the fantastic game that itis. As they say: A minute to
learn, but a lifetime to master!
46 Othello: Brief & Basic
APPENDIX: SELECTED GAME TRANSCRIPTS
This appendix includes a selection of transcripts of games from major tournaments
played during 1984-1986. Their purpose here is to give the reader the opportunity for fur-
ther study of ""real game"" situations involving current experts. I hope the reader does not
object that four of the transcripts are of games in which I was one of the players. I include
them because they are among the more memorable of the games I have played, even (per-
haps especially) those that I did not win.
The brief comments are no substitute for detailed game analyses, but they do highlight
some critical points in each game. Note particularly how often unforced X-square moves
and corner sacrifices figure prominently in determining the outcomes. Finally, answers to
the questions posed in the discussions below can be found at the end of this appendix.
Game 1. T. Landau (B)-35 vs. D. Shaman
(W)-29. In 1984, I won the U.S. National
Championship with a 5-1 record in the final
rounds. This game against David Shaman was
one of the highlights of the day for me. Note
particularly move 43. b5. Though b4 seemed
like a better move in many ways, I decided that
the highest priority issue was to prevent Sha-
Question: What is probably true about the author?
Answer:",He is an expert at Othello
"Read the following article and answer the question.
Article: like a better move in many ways, I decided that
the highest priority issue was to prevent Sha-
man from wiping me off the a1-h8 central diag-
onal: b4 would allow Shaman to continue with
a4, gaining control of the diagonal; b5 prevent-
ed this. After Shaman accepted the corner sac-
rifice at move 48, I was confident I had won.
DOO
2 160K Go
(=) o
SSC ISG h
OSV OOe\s)-
CS |S|Q/Ol|@|e)-
BS/OG O98) S/0)-
1. B: Landau - 35
li: Shaman - 29
Game 2. R. Taniguchi (B)-37 vs. T. Lan-
dau (W)-27. From the U.S. Nationals, I ad-
vanced to the semi-finals of the 1984 World,
Championship. This game was the first of a
best two-out-of-three match against Japanese
Champion, Ryoichi Taniguchi. After narrowly
avoiding being run out of moves in the late
midgame, I reached the position prior to move
44. I had a elegant opportunity for a decisive
winning move here. I came close to finding it -
but close was not good enough. See if you can
find the better alternative.
67028
NOOB)
20}es}eo}eo
POs
aniguchi - 37
andau - 27
oO a om Of fF Wh
JOT:
Game 3. T. Landau (B)-43 vs. R. Taniguchi (W)-21. I recovered from the previous
loss and went on to win this second game of the match. It is one of the very few times a
U.S. player has defeated a Japanese player in a World Championship game. Note the
Othello: Brief & Basic 47
oOo sm OO & TWH RF
Jeleseoo- .eescene:
26-8208
oOo - m& CO & WR
48
eee Ke Tole ae
MOCADOD
DAO (co 09\e9/49}
OOW0 00)
OO We ees
POOO8 63)
2eOewes
DP ieoleo Di
B: Landau - 453
Question: The passage is most probably taken from   _  .
Answer:",a chess magazine
"Read the following article and answer the question.
Article: MOCADOD
DAO (co 09\e9/49}
OOW0 00)
OO We ees
POOO8 63)
2eOewes
DP ieoleo Di
B: Landau - 453
HW: Taniguchi - 21
(Qo
Cok eile
SOOODO oo
@)
SOOOOOO)-
COD CDD|Ss)
OS
4. B: Taniguchi - 145
Wi Rolle - 48
ODED OD
ca sialet 1
DO 2212102
OLS
a Bee.
©)
Scececesl-
DHBwVIoO
DUD DUD
5, BG: Shaman - 34
HW: Legder - 30
quiet sequence from 27-29, and especially the
decisive move 37. a3. White is on the ropes
now: whether he goes to a2 or a5, Black fol-
lows with 39. b6. If White takes b6 at 38,
Black follows with a5. In any case, White is
shortly run out of safe moves. Unfortunately
for me, I lost the deciding third game and
Taniguchi went on to meet Paul Ralle of
France in the finals.
Game 4. R. Taniguchi (B)-15 vs. P. Ralle
(W)-48. Paul Ralle won the 1984 World
Championship Goiming the U.S.'s Jonathan
Cerf as the only non-Japanese players to do
so) with this dramatic game. The critical posi-
tion is at move 34. Ralle chose the X-square at
b7 and when Taniguchi continued with 35. f1,
Ralle countered with 36. g2! The endgame
was still several moves away, yet Ralle had al-
ready taken two X-squares and two unbal-
anced edges. Despite all this, Taniguchi was
helpless -- Ralle had a clear unassailable win.
Game 5. D. Shaman (B)-34 vs. I. Leader
(W)-30. David Shaman and Imre Leader both
finished with 4-2 records at the 1985 U.S. Na-
tional Championship finals. This necessitated
a play-off game to determine the champion. It
was one of the best games of the tournament.
Question: Taniguchi and Shaman are both   _  .
Answer:",Japanese
"Read the following article and answer the question.
Article: a play-off game to determine the champion. It
was one of the best games of the tournament.
Note particularly the sequence of moves from
25-27 where Shaman took some questionable
edge positions in exchange for a gain in tem-
po. The trade worked and Shaman went on to
win. It's also worth mentioning that, despite
some unusual appearing moves in the end-
game, Shaman had a_ winning position
throughout the sequence that he never relin-
quished.
Game 6. T. Landau (B)-26 vs. D. Shaman
(W)-38. This game comes from the 1986 U.S.
National Championship. Starting with an un-
common move 5, I eventually established a
midgame advantage by exploiting Shaman's
weak north edge. Some comments: 23. b3
would have probably been preferable to the ac-
tual 23. h2. Next, note how effectively 33. a3
blocks White's potential move to f6 Gf White
tries to reestablish access to f6 with 34. b4, it
Othello: Brief & Basic
sets up a Stoner trap with 35. g2!). Finally, like
fisherman, Othello players seem to remember
best the ""one that got away."" Here again, as in
Game 2, I let my hard won advantage evapo-
rate in the endgame. The critical position is at
move 45. See if you can come up with the de-
cisive winning move that I missed.
Game 7. D. Shaman (B)-28 vs. B. Rose
(W)-36. This was the second of three games
that Brian Rose and David Shaman played
against each other in the 1986 U.S. Nationals
finals. Here, Shaman declines the opportunity
to take an unbalanced edge by refusing to go to
Question: According to the passage, which of the following is true?
Answer:",Shaman won the game by taking some questionable edge positions.
"Read the following article and answer the question.
Article: finals. Here, Shaman declines the opportunity
to take an unbalanced edge by refusing to go to
a2 at move 17. Rose responds by grabbing the
unbalanced edge himself (with a7 at move 18).
Despite sacrificing nearly two entire edges,
Rose gains control of the game by move 40
and goes on to win.
Game 8. D. Shaman (B)-36 vs. B. Rose
(W)-28. Shaman and Rose were tied at 5-1 at
the end of the 1986 U.S. Nationals, necessitat-
ing this play-off game (the second for Shaman
in as many years). Moves 1-16 were identical
to their previous game (see Game 7 above).
This time Shaman took the unbalanced edge at
move 17 (moving to a2). Note how this deci-
sion led to a distinctly different game, despite
the identical opening. Rose's move 34 was
likely a mistake since it allowed the effective
35. g2 (34. b7 would have been better). The
cliff-hanging endgame, though exciting, was
not perfectly played. Shaman's move 47. c8&
was a game-losing mistake -- b8 was the win-
ning move! However, Rose's game-losing
move 52. a7 returned the game to Shaman. See
if you can spot the move Rose should have
made instead.
Game 9. M. Takizawa (B)-35 vs. H. Tam-
enori (W)-29. These final 3 transcripts repre-
sent state-of-the-art Othello as played by the
world's best: the Japanese. If the rationale be-
hind some of the moves seems elusive, don't
despair. They sometimes stymie most of the
rest of us as well. This first game is between
Masaki Takizawa and Hideshi Tamenori (the
1985 and 1986 World Champions respective-
Question: Which of the following is the most suitable title for the text?
Answer:",The Art of Othello
"Read the following context and answer the question.
Context: Masaki Takizawa and Hideshi Tamenori (the
1985 and 1986 World Champions respective-
ly), taken from the final rounds of the All-
Japan Student Championship in 1986. Tame-
nori won the tournament -- this was his only fi-
nal round loss. Note move 28: White avoids
the PQM to b5 to gain a tempo along the north
Othello: Brief & Basic
OBER)
OOEs
QDDiev
SOV eo-
fen] »
BAOS/SOee)-
CVO OS/a\e)-
Oo som fh & W he
S19
UCD {CO
6,
~ 1AGeCOcde-
Landau - 26
Shaman - 3
oR
DOWD
QDIOss}
00.05)
COW) @
MD GID
GO@O1e'S10)-
OD D[s069
Qceeaegea:
CHEDIZED D
PISO Oe Ole)-
ese cel.
Shaman - 20
Rose - 36
®
@
@)
e
©
BES/e1Q) 29""
S/S) 219 O18) O\S)-
COWES eie)-
@
@
8. B&B: Shaman - 36
W: Rose - 26
DOO Oo
®
6 [astanaay ania)
""DOD isolDiseiD
2 AUCOS2D GOD SD
CIPO SOS l|S)-
9, B: Takizawa - 35
H: Toamenori - 29
oo
)
Zoe Ceee-
SUSCEGERE
DeOCVecee-
CG]
“I@l2I2IC1O/O/O\S)-
Takizawa - 26
Tamenori - 30
qh
O®
30/4)
e9)
BQ)
oo
6
®
®
©
©
©
6)
(800)
=
=
®
GH
Go)
©
®
19)
15)
ay
®
SOC IERs
20/80)
i]
|B ZOS/O|S/ 9 @|-
“I @IOVE@Ele| ~ “|SOIOee ese)
T
K
50
amenori - 41
atayama - 23
edge. Tamenori made a mistake at move 46. A
different move (with subsequent perfect play)
would have resulted in a 32-32 tie. Can you
find the loss-saving move? It won't be easy.
Game 10. M. Takizawa (B)-26 vs. H.
Tamenori (W)-38. This rematch of Takizawa
and Tamenori came from another 1986 Japa-
nese tournament. This time Tamenori won.
Note Tamenori's early C-square move at 18,
necessary to avoid being run out of moves. By
Question: What is probably true about Takizawa?
Answer:",He is a very good player.
"Read the following article and answer the question.
Article: Note Tamenori's early C-square move at 18,
necessary to avoid being run out of moves. By
move 40, White seems to be in control despite
his spread out edges -- and proceeds to victo-
ry.
Game 11. H. Tamenori (B)-41 vs. Y. Ka-
tayama (W)-23. This was the final game for
the 1986 Japanese National Championship -
Tamenori defeating Yuji Katayama. Note par-
ticularly moves 45-47: Black sacrifices the al
corner with 45. b2, but White cannot afford to
take it (or Black will have free moves at a2
and bl). So White hands the corner back to
Black with 46. a2! Black declines the al cor-
ner for the moment, taking the hl corner in-
stead -- exchanging the unbalanced east edge
for a gain in tempo. In case you're wondering,
White had a losing position after Black's 45.
b2; White's 46. a2 was not a game-losing mis-
take.
Answers to Questions
Game 2. If White goes to b2 at move 4,
Black will lose. If Black continues with 45.
gl, White makes the semi-forcing move: 46.
a2. With any other Black move 45, White can
win with 46. b1. Unfortunately, I choose b1 at
move 44, which blocked my later access to b2.
When I finally realized this, it was too late: the
mistake had cost me the game.
Game 6. Black 45. f1 wins easily (a fact
that I didn't take note of until move 47, much
to my chagrin!). After 45. f1, if White takes
Othello: Brief & Basic
back at g1, Black continues with 47. b7, gaining secure control of the main diagonal. If
Question: Why did the writer lose Game 2?
Answer:",He made a mistake at move 44.
"Read the following article and answer the question.
Article: back at g1, Black continues with 47. b7, gaining secure control of the main diagonal. If
White goes anyplace else at move 46, White takes the al corner at move 47. Despite the
ill-considered move 45 to h7, Black still had a chance for victory at move 47. The oppor-
tunity to go to f1 was gone, yet the unlikely move of 47. g7 leads to a 36-28 win (assum-
ing subsequent perfect play: g7-A7-b2-H8-g8-A1-a2-H1-a8-B8-f1-G1-b7-PASS-g2).
Black chose g2 instead and went on to lose.
Game 8. White should have gone to b8 rather than a7. The perfect play sequence is as
follows: B8-g1-PASS-b7-A8-b1-C1-b2-A1-a7 (White wins 34-30).
Game 9. White should have gone toa6 rather than a3. The perfect play sequence is as
follows: A6-a5-A4-a3-A 1-g8-H8-b8-A2-292-H1-g1-H7-g7-PASS-b1.
Othello: Brief & Basic 51
REFERENCES
In writing Brief & Basic, the most significant source of background material were ar-
ticles that originally appeared in Othello Quarterly (OQ). Below is a partial list of the
more influential articles that I used:
Cerf, J., Limiting Your Opponent's Options, OQ, Summer 1979
Cerf, J., Unbalancing Yourself, OQ, Winter 1981/82
Cerf, J., Introduction to Othello Strategy, OQ, Spring 1982
Cerf, J., Introduction to Endgames, OQ, Fall, 1982
Hall, R., Lose the Corner, Win the Game (Part 1), OQ, Spring 1983
Hall, R., Lose the Corner, Win the Game (Part 2), OQ, Summer 1983
Jacobs, C. & Jacobs, E., Unbalancing Your Opponent, OQ, Spring 1979
Question: Which of the following is true according to the passage?
Answer:",Black won the game 36-28 by the unlikely move of 47. g7.
