input,output
"Fortunately, 
black has a forcing sequence that wins a tempo which in many cases is the same as passing.

Q: What does passing do?

A:",wins a tempo
"If black 
plays D1 then white will be forced to play B1 to protect the H1 corner.

Q: What will white do to protect H1?

A:",play B1
"Given the following context:

Black can then win the game 
by playing F2 forcing white to lose the H1 corner.

Answer the following question:

Who can lose the H1 corner?",white
"BLACK PLAYS D1 
WHITE PLAYS B1 (FORCED)

With reference to the above context, What color is Black's piece?",BLACK
"Given the following context:

BLACK PLAYS F2 AND WINS

answer the following question:

What does Black need to do before this?",play
"Because Othello is a game where you often want to pass in order to improve your position , winning 
tempo from your opponent and not losing any tempo in return will often go a long way towards 
winning a game.

With reference to the above context, What is a key aspect of Othello?",passing
"I have a test where I am given the following article, what is an answer for the question: What is the title of the book that has exercises? ?

Othello: From Beginner to Master – Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
53 
 
Exercises:  
 
1. 
2.",Othello: From Beginner to Master
"BLACK TO PLAY AND GAIN TEMPO 
WHAT IS WHITE’S FORCED NEXT MOVE?

With reference to the above context, What is white's forced next move?",WHAT IS WHITE’S FORCED NEXT MOVE?
"Given the following context:

3. 
4. 
 
 
WHITE TO PLAY AND WIN 
WHITE TO PLAY AND WIN 
 
 
 
 
 
 
 
Othello: From Beginner to Master –

answer the following question:

What is the name of the person who plays and wins?",WHITE
"Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
54 
Answers:  
 
1.

With reference to the above context, What is the title of the advice column?",Simple Midgame Advice
"Black plays G1.

Given the question ""What will Black want to do next?"", what is a valid answer?",play G2
"I have a test where I am given the following article, what is the answer to the question: What is the name of the company that was founded by a man who was born in 1965? ?

2.",Google
"White plays B1 (otherwise Black wins tempo with G1 and then B1).

Q: What does White play?

Referring to the passage above, the correct answer to the given question is",B1
"3.   
 
 
 
 
 
 
 
 
 
 
 
 
 
 
4.  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Othello: From Beginner to Master –

Q: What is the name of the book that is being reviewed?

A:",Othello: From Beginner to Master
"Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
55 
Simple Endgame Advice 
 Build on what you already know 
 More is More 
 Rules are made to be broken … 
 
Now it’s time to finish off your opponent with a flourish.

Q: What is the title of the book?

A:",Simple Endgame Advice
"The corners that your opponent had to give 
you are now turning into anchors from which you’ll build your empire.

Q: What is the result of the corners your opponent gave you?

A:",anchors
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the first order of business?
Movie title: The Greatest Game
Movie plot: The first order of business is to 
consolidate to your color as many disks near your corner as possible.",consolidate to your color as many disks near your corner as possible
"As disks near your corner are 
captured, more and more of them will become stable.

David is playing a disk capture game with his friends. As the game progresses and more and more disks are captured, what happens to the number of stable disks increases or decreases?",increases
"If your position is good enough, you’ll even 
have a chance to build in a way that will force your opponent to give you another corner.

With reference to the above context, What is one of the ways to force your opponent to give you another corner?",build in a way
"After taking 
that second corner, you can consolidate around it as well.

Q: What should you do after taking the second corner?

Referring to the passage above, the correct answer to the given question is",consolidate around it
"Let’s look at a quick example: 
 
 
 
STARTING POSITION 
BLACK PLAYS G3 
 
There are several ways to consolidate disks near the H8 corner – because the disk at G6 is closer to 
H8 than any of the other white disks, we’ll play G3 – which flips that disk in the least disruptive way 
possible.

Q: What is the least disruptive way to flip a disk?

A:",G3
"Notice that D3 would also flip the G6 disk – however, after G3, white has 2 options, after 
D3, white has 6 options.

Q: What color has 2 options after G3?

Referring to the passage above, the correct answer to the given question is",white
"Question: How should you deal with the person you are fighting?

Context: ""Once your have your opponent under control, its better if you keep them 
under control and limit what they can do.""

Answer:",keep them under control
"I read this background article the other day: The more options they have, the more complicated the 
position will become and the more complicated the position is, the easier it is to make a mistake that 
will lose disks.

I am facing a new situation today: John is a disk jockey at a popular radio station. He has to play a certain type of music during his show. Its either country music or hip hop. Its either new songs or old songs. Its either slow songs or fast songs. Its either love songs or party songs.

Using the knowledge I have from the background article, how should I answer correctly the following question regarding my new situation: Will the number of options in John's job make it more or less complicated?",more
"Given the following context:

While black isn’t in any danger of losing after D3, white may be able to salvage 15-20 
disks if black plays inaccurately.

answer the following question:

What is the color of the disk that may be able to salvage 15-20?",white
"However, after G3 white is still in danger of being wiped out, even if 
black makes a few minor errors.

Q: What color is still in danger of being wiped out?

A:",G3 white
"I read this background article the other day: It’s also much easier to calculate ahead when your opponent only 
has one or two options because then you can concentrate on finding your best moves instead of 
having to worry about them fighting back.

I am facing a new situation today: Two players, A and B, are engaged in a game of wits. A makes his move, and B has to respond. A makes his second move, and B has to respond. This goes on back and forth until one of them makes a mistake and loses.

Using the knowledge I have from the background article, how should I answer correctly the following question regarding my new situation: Who has to make the second move?",B
"After G3, white has 2 options, H3 and H2.

Q: What are the two options for white after G3?

A:",H3 and H2
"I have a test where I am given the following article, what is an answer for the question: What is the title of the book that is being reviewed? ?

Let’s look at both: 
 
 
 
Othello: From Beginner to Master –",Othello
"Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
56 
 
 
WHITE PLAYS H3

With reference to the above context, What is the name of the person who wrote the book?",Randy Fang
"I have a test where I am given the following article, what is an answer for the question: What is the color of the player who plays H2? ?

BLACK PLAYS H2 
 
OR 
 
 
 
WHITE PLAYS H2 
BLACK PLAYS",BLACK
"Given the following passage

""C7"",

answer the following question. Note that the answer is present within the text.

Question: What is the first letter of the passage?",C
"If white plays H3, then black plays H2.

White plays H3. Black plays H2. Who wins?",white
"Given the following context:

White has to play G2 the next move and black will easily take 
the northeast corner.

Answer the following question:

Who will take the northeast corner?",black
"I have a game board like this:

If white plays H2, then black plays C7 and then white is forced to play H3 also 
giving up the corner.

And I have these instructions:

White plays H2.

Black plays C7.

White plays H3.

Given the instructions above, what is the final position of the pieces?",H3
"I have a new situation: Two players, A and B, are playing a game. A takes the northeast corner and B takes the southeast corner. The game continues until one player has consolidated all the corners. The player who has consolidated all the corners wins the game.

But I can use this background: After taking the northeast corner, black will consolidate around that corner as 
well and will have an overwhelming advantage.

What is an answer for this question: Who has a bigger chance of winning the game?",A
"I have a test where I am given the following article, what is the answer to the question: What is the name of the book that is described as ""a complete course for the beginner""? ?

Othello: From Beginner to Master –",Othello
"Given the following context:

Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
57 
Exercises: In the following diagrams, find a wipeout sequence.

answer the following question:

What is the name of the person who wrote the exercises?",Randy Fang
"I am trying to decide whether it's worth it to invest in this project. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the name of the person who is described as being a genius?
Movie title: The Wipeouts
Movie plot: In most of the puzzles there is more 
than one wipeout sequence but only one solution is given, if you find another - good job!",No I can't
"I’ve 
deliberately made these exercises quite a bit harder than the previous ones on building.

Q: What are the exercises meant to do?

A:",building
"In fact, I had 
a lot of trouble with the #3 and #4 myself!

Q: What did the writer have trouble with?

A:",#3 and #4
"These more difficult puzzles are meant to hone your skills 
to the point that they’re razor sharp.

Q: What is the purpose of the more difficult puzzles?

Referring to the passage above, the correct answer to the given question is",to hone your skills
"Extract the answer to the question from the following context.
Question: What does the narrator think about winning this type of position?
Context: With a little more practice, winning this type of position will 
become second nature to you.",second nature to you
"Given the following passage

""1. 
2."",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the company?",Google
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the name of the company?
Movie title: Black to Play
Movie plot: Black To Play 
Black To Play 
3. 
4.",No I can't
"Black To Play 
Black To Play 
 
 
 
 
Othello: From Beginner to Master – Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
58 
 
Answers: 
 
1. 
2. 
 
 
3. 
4.

Q: What is the name of the book?

Referring to the passage above, the correct answer to the given question is",Othello: From Beginner to Master – Simple Endgame Advice
"Extract the answer to the question from the following context.
Question: What is the main topic of the book?
Context: Othello: From Beginner to Master –",Othello
"Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
59 
 
Counting and Basic Endgame Theory

Q: What is the name of the author of the book?

A:",Randy Fang
"Of course, building is only going to help when you’re way ahead.

Q: What is the only thing that will help when you are way ahead?

A:",building
"I know that the answer to the question ""What is the purpose of the game?"" is in ""At some point in a closer game you 
have to remember that you want to have the most disks at the end and more importantly the end is 
getting near."". Can you tell me what it is?",have the most disks at the end
"I have a new situation: John's car has a CD player. He wants to listen to music while driving. To that end, he bought a CD. His friend Mary also wants to listen to music while driving. Mary's car has a cassette player. So, she bought a cassette.

But I can use this background: You are trying to keep the number of disks that you have to a small number as 
suggested in the previous sections, right?

What is an answer for this question: Which person would have to keep the number of disks small, John or Mary?",John
"I know that the answer to the question ""How many disks should you keep?"" is in ""Obviously, at the end of the game, keeping your disks to a minimum is not as good of an idea."". Can you tell me what it is?",a minimum
"Question: What is the narrator doing?
Context: You 
have to start playing moves that take a lot of disks.

Answer:",playing moves
"I can use this background: Usually, in a fairly even game, this is when there 
are about 8 or 10 empty squares on the board.

Now, I have a new situation: Two players are having a game of checkers. They are both skilled players and the game is even, so there are about 8 or 10 empty squares on the board.

Answer this question please: Which player has more pieces on the board?",neither
"I can use this background: Unfortunately there’s no hard or fast rule for when you 
should start taking a lot of disks, however, if you can take a lot of disks and most are stable or they 
make other disks that you have stable, then it is probably a good idea.

Now, I have a new situation: Dan has a bad back, and can only lift a certain amount of weight before it starts to hurt. Because of this, he needs to be careful about how many disks he takes at one time.

Answer this question please: If Dan takes more than a few disks at once, will his back hurt more or less?",more
"BLACK TO PLAY

With reference to the above context, What is the name of the chess player in the movie?",BLACK
"I have a new situation: A new study was released today about climate change. When asked about the study the president said that he didn't believe in it because he didn't believe in climate change. The president also said that he didn't believe in evolution.

But I can use this background: We’ll start with the simple example shown above.

What is an answer for this question: Does the president believe in climate change or not?",not
"We’re at the last 2 moves of the game – so this 
should be easy.

Q: What is the last move of the game?

A:",2
"I read this background article the other day: This process of calculating the best play sequence is called counting.

I am facing a new situation today: David and Goliath are playing a game of rock-paper-scissors. They are trying to figure out the best sequence of moves to win the game.

Using the knowledge I acquired from the background article, how should I answer correctly the following question regarding my new situation: Who is counting their moves?",David
"Counting is a 
difficult skill to master and there are many strategies for it.

Keith is struggling with counting in his math class. His teacher provides him with several strategies to help him with counting. Keith practices counting every day for a month and sees a great improvement in his skills.

Will practicing counting every day help or hurt Keith's ability to count?",help
"I prefer to simply employ a plus minus 
count of disks and see which sequence is “optimal”.

With reference to the above context, What does the speaker prefer to do?",employ a plus minus count of disks
"Let’s count black’s move to A1 first.

Q: What did black do?

A:",move to A1
"Given the following context:

Black plays A1, that’s +5 black disks.

answer the following question:

What does Black do?",plays A1
"I have a new situation: John and Keith are playing a game. They both have a stack of disks in front of them. John makes his move and flips one of Keith's disks.

But I can use this background: White Plays A2 (flipping 
B2), that’s -1 black disk.

What is an answer for this question: Who will have more disks in their stack after the move?",John
"I have a new situation: David is playing a game with his friend. They are trying to see who can get to zero first. David starts with 6 disks and his friend starts with 5 disks. On his turn, David removes 3 disks. His friend removes 2 disks on her turn.

But I can use this background: So +5 – 1 =  +4 black disks.

What is an answer for this question: Who has more disks on their turn?",David
"The sequence where black plays A1 ends up 
with 4 more disks than in the original position.

Q: What does the sequence where black plays A1 end up with?

Referring to the passage above, the correct answer to the given question is",4 more disks than in the original position
"That’s not bad.

Q: How would you describe the performance of the team?

A:",That’s not bad
"Just to be on the safe side, let’s check and make sure that the move to A2 doesn’t get more disks.

Q: What is the narrator trying to avoid?

Referring to the passage above, the correct answer to the given question is",get more disks
"I have a new situation: David and John are playing a game. David plays A2 and gets +9 white disks. John plays A2 and gets +9 black disks.

But I can use this background: Black plays A2 and gets +9 black disks.

What is an answer for this question: Who would get the more black disks?",John
"White plays A1 and flips B2 and A2, that’s -2

With reference to the above context, What does White do with B2 and A2?",flips
"I have a review: black disks.

I have a question: What is the color of the disks?

Answer:",black
"I have a new situation: David and Goliath are playing a game. David wins seven points and Goliath wins two points.

But I can use this background: +9 
– 2 = +7 black disks!

What is an answer for this question: Who won more points?",David
"I have a test where I am given the following article, what is an answer for the question: What is the wrong move? ?

So, taking the corner in this case is the wrong move.",taking the corner
"I have a new situation: Two players are having a game of Reversi. Ted has 26 pieces and Sam has 24 pieces. They are keeping score on a piece of paper.

But I can use this background: In fact, if we count the disks currently on the 
board, black has 26 disks.

What is an answer for this question: Who has more pieces on the board?",Ted
"I read this background article the other day: 26 + 4 = 30.

I am facing a new situation today: A school is having a fundraiser for the football team. They are having a bake sale and are asking the students to bring in baked goods to sell. Two friends bring in their baked goods and set up shop at a table. Brad brings in 26 cupcakes and 4 brownies. Sean brings in 30 cupcakes.

Using the knowledge I acquired from the background article, how many more cupcakes does Sean have than Brad?",26
"I have a new situation: Two teams are playing a game of pool. The team in the left corner is black and the team in the right corner is white. The referee flips a coin and the team in the left corner calls heads. The coin lands tails and the team in the right corner takes the first shot. The team in the left corner scores first. The team in the right corner scores 30 points. The team in the left corner scores 34 points. The team in the right corner loses 30-34.

But I can use this background: Black loses 30-34 if he takes the corner.

What is an answer for this question: If the coin flips tails, who loses?",Black
"I have a test where I am given the question: What is the sum of 26 and 7? and the answer: 33., what do I need to do to solve it?",+
"Given the following context:

Black 
wins 33-31 if he plays A2.

answer the following question:

What will happen to Black?",wins 33-31
"The difference between winning and losing is in understanding why this is 
the case.

Q: What is the difference between winning and losing?

A:",in understanding why this is
"I have a new situation: John is trying to figure out how to play the game of sliding disks. He has figured out how to play the game with the A1 move, and is now trying to learn the move A2.

But I can use this background: For one thing,  the move to A2 simply flips more disks.

What is an answer for this question: Which move will flip more disks, A1 or A2?",A2
"Extract the answer to the question from the following context.
Question: What is the name of the book?
Context: With only 1 move left, white can’t 
Othello: From Beginner to Master – Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
60 
flip enough of them back to make the corner worth very much.",Othello
"I have a new situation: John is trying to decide if a disk will be stable or not. He knows that if the corners are not flat then the disk will be unstable. If the corners are flat then the disk may be stable.

But I can use this background: Remember, the reason that corners 
are important is that they tend to lead to stable disks.

What is an answer for this question: Will the disk be stable or unstable if the corners are flat?",stable
"Given the following context:

Here, there isn’t anywhere for white to build off 
of, so the corner isn’t worth very much.

answer the following question:

What is the reason the corner isn't worth much?","white to build off 
of"
"Extract the answer to the question from the following context.
Question: Why is it important to break rules?
Context: What we can learn from this fiasco is that rules are meant to 
be broken and that corners become worth less late in the game because there are fewer opportunities 
left to build from them.",build from corners
"BLACK TO PLAY

With reference to the above context, What is the name of the game?",BLACK TO PLAY
"In the above example, Black has 3 choices.

Q: What does Black have?

A:",3 choices
"Obviously A2 (giving up the corner for no reason) isn’t 
helpful, so let’s look at the other 2 options and how they play out.

Q: What is the first option?

A:",A2 (giving up the corner for no reason)
"I know that the answer to the question ""What is the first letter of the last word in the passage?"" is in ""B1 -  After B1, white is forced to play to B2."". Can you tell me what it is?",A
"The position after B1 B2 should look familiar because it is 
the position from the previous example!

Q: What position is the same as the previous example?

A:",B1 B2
"Extract the answer to the question from the following context.
Question: What is the last disk mentioned?
Context: After B1 B2, Black would play A2, winning 33-31. 
 
B2 – This flips 14 disks and many of them become stable.",14
"Refer to the passage below and answer the following question:

Passage: If White Plays B1 (-3) – Black Plays A1 (+2) then White Plays A2.(-2) –  
            +14 -3 +2 -2

Question: What does White play after Black plays A1?",A2
"=

Q: What is the name of the company that was formed to sell the new product?

Referring to the passage above, the correct answer to the given question is",Name
"Refer to the passage below and answer the following question:

Passage: +11 
            If White Plays A2 (-1) then Black Passes 
                                   If White Plays A1 (-5) then Black plays B1 (+3)

Question: What does white play if they want black to pass?",A2
"Extract the answer to the question from the following context.
Question: What is the first number in the passage?
Context: +14 -1 -5",+14
"Question: What is the next move for the white player?

Context: +3 = +11 
                                   If White Plays A2 (-4) then Black Plays A1 (+3)

Answer:",A2 (-4)
"+14 -1 -4

With reference to the above context, What is the result of the addition of the numbers in the equation?",+14
"+3 = +13

Q: What is the sum of the digits in the example?

Referring to the passage above, the correct answer to the given question is",+3
"I have a test where I am given the following article, what is an answer for the question: What is the score of the person who plays A1? ?

If White Plays A1 (-5) 
 
 
 
If Black Plays B1 (+2) then White Plays A2 (-1)",(-5)
"I know that the answer to the question ""What is the first number?"" is in ""+14 -5 +2 -1"". Can you tell me what it is?",+14
"Given the following passage

""= +10"",

answer the following question. Note that the answer is present within the text.

Question: What is the sum of the numbers 1, 2, and 3?",6
"If Black Plays A2 (+2) then White Plays B1 (-3)

With reference to the above context, What does the (+2) mean?",Black Plays A2
"Given the following passage

""+14 -5 +2 -3 = +8 
 
After all this calculation, we see that the best sequence after B2 is A1 B1 A2."",

answer the following question. Note that the answer is present within the text.

Question: What is the last number mentioned?",2
"+10.

Q: What is the rating of the movie?

Referring to the passage above, the correct answer to the given question is",+10.
"I have a new situation: John is playing a disk game with his friend Keith. They are having fun. But suddenly the disk player got broken. Then they decided to play the same game with disks. They called it disk game.

But I can use this background: In the original 
position, Black has 25 disks.

What is an answer for this question: Who is having fun?",John
"I have a new situation: John and Kendra are playing a game of backgammon. They are both very competitive people, so they are playing aggressively. After several rounds of intense play, it becomes clear that neither of them are going to lose. They are both going to win.

But I can use this background: This means that with perfect play black will win 35-29.

What is an answer for this question: Who is more likely to win the game?",John
"Extract the answer to the question from the following context.
Question: What is the name of the book?
Context: Since 35-29 is 
Othello: From Beginner to Master – Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
61 
better than 33-31, B2 is the best move for black in the example position.",Othello: From Beginner to Master – Simple Endgame Advice
"Given the following context:

Clearly being greedy and 
playing B2 and flipping a lot of disks works out well in this position.

answer the following question:

What is the second to last word in the paragraph?",works
"Before we get too greedy and always start playing the move that flips the most disks on the board  
let’s take a look at the above position.

Q: What are we trying to avoid?

A:",always start playing the move that flips the most disks on the board
"Refer to the passage below and answer the following question:

Passage: If Black Plays A1 (+2) – White plays A2 (-1) = +1

Question: What is the value of the white piece?",-1
"I have a new situation: David and James are playing a game of chess. They both want to win, and are playing aggressively. David moves his piece onto square A2 and James moves his piece onto square A1.

But I can use this background: If Black Plays A2 (+9) – White plays A1 (-10) = -1 
 
Oops!

What is an answer for this question: Who will win the game?",James
"I have a new situation: Rob is trying to optimize the use of his hard drive space. He has two disks, disk A and disk B. Disk A is currently located at sector A2, and disk B is currently located at sector B2. By moving disk A to sector B2, Rob can save some space on his hard drive.

But I can use this background: Even though the move to A2 flips more disks, it’s the wrong move.

What is an answer for this question: Will moving disk B to sector A2 save space on Rob's hard drive?",no
"By playing to A2, black lets 
white flip all the disks on the A1-H8 diagonal as well as all the new black disks on the A edge.

Q: What happens to the black disks on the A edge?

Referring to the passage above, the correct answer to the given question is",flip all the disks
"I know that the answer to the question ""What is the most difficult part of Othello?"" is in ""One of the most difficult parts of Othello is playing proper endgames because at times the right 
sequence is nearly impossible to see without counting every possible variation, and that quickly 
becomes impossible, even for master level players."". Can you tell me what it is?",playing proper endgames
"Even top human players make endgame errors, 
however, the errors that they make tend to be small (2 or 4 disks) and they tend get a lot of the moves 
right.

With reference to the above context, What are the errors made by top human players?",small (2 or 4 disks)
"I have a new situation: Two brothers learned to play chess when they were kids. Tom has been playing chess ever since. His brother Jim played chess only occasionally.

But I can use this background: On the other hand, I’ve watched games between beginners where both players trade endgame 
errors that are 8 to 10 disks wrong at almost every move.

What is an answer for this question: Which brother played more chess games?",Tom
"I can use this background: One important rule we can follow when counting is to know that in almost all cases, if we have a 
sequence in which we get all of the remaining moves, it will probably be the best sequence.

Now, I have a new situation: John is trying to figure out how many moves it will take him to solve a rubik cube. He has figured out one possible sequence of moves that will solve the rubik cube. 

Answer this question please: Will the sequence of moves John has come up with be the best possible sequence to solve the rubik cube?",probably
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person who would play A1 as white? ?

Othello: From Beginner to Master – Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
62 
 
WHITE TO PLAY 
 
If I were to sit down at the above game I would immediately play A1 as white.",Randy Fang
"Given the following context:

After playing A1, black 
is forced to pass.

Answer the following question:

What will Black want to do next?",play A2
"I have a game board like this:

Then white plays B2 as well.

And I need to answer this question: What will White want to do next?",play B2
"If white were to play B2 first, black would be able to 
play A1.

White is playing against a very strong opponent. If White plays B2, what will Black do?",play A1
"If I can get all the disks I would get by playing B2 AND all the disks from playing A1, it has to 
be better than just getting the disks from playing B2 (-2 because black flips the A2 and B2 disks when 
he plays A1).

Q: What does black do when he plays A1?

A:",flips the A2 and B2 disks
"Given the following context:

If we were to sit down and count this position.

answer the following question:

What will Others want to do next?",sit down
"I read this background article the other day: We would find out that A1 wins 39-25 
while B2 loses 30-34.

I am facing a new situation today: Two teams, team A and team B, are playing a soccer match. Team A is winning 3-2 over team B.

Using the knowledge I have from the background article, how should I answer correctly the following question regarding my new situation: Will team A win the soccer game?",yes
"BLACK TO PLAY 
 
If I were to sit down at the above game I would immediately play A1, Pass, B1, Pass, H8 and I get all 
3 moves.

Q: If I were to sit down at the above game, what would be the first move I would play?

Referring to the passage above, the correct answer to the given question is",A1
"Clearly, playing B1 isn’t good as white just plays A1 and black doesn’t get the A1-H8 
diagonal.

Q: What is the problem with B1?

Referring to the passage above, the correct answer to the given question is","white just plays A1 and black doesn’t get the A1-H8 
diagonal"
"I have a new situation: John and Kendra are playing a game of Reversi. Reversi is a strategy game where players take turns placing black and white pieces on a checkerboard until all pieces have been placed. The goal of the game is to have more pieces of your color on the board at the end of the game than your opponent.

But I can use this background: If black were to play H8 first and then A1 white would just play B1 because the B2 disk 
would get flipped.

What is an answer for this question: Who would have more pieces on the board at the end of the game?",John
"Without even bothering to count I know that A1 then B1 then H8 has to be best.

Q: What does the narrator know without even counting?

A:",A1 then B1 then H8 has to be best
"Extract the answer to the question from the following context.
Question: What is the name of the book?
Context: Othello: From Beginner to Master –",Othello
"Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
63 
Exercises: Because people DO make errors, even with 3 or 4 empty – it is in your best interest to 
learn how to play simple endgames correctly.

Q: What is the best interest of learning how to play simple endgames?

Referring to the passage above, the correct answer to the given question is","it is in your best interest to 
learn how to play simple endgames correctly"
"I know that the answer to the question ""How do you win a close game?"" is in ""Not only will you win close games that are “won” for 
you, you’ll also win some close games where your opponent will make a mistake or miscount."". Can you tell me what it is?",your opponent will make a mistake or miscount
"I can use this background: In the 
following exercises, find the winning sequence.

Now, I have a new situation: Dan is playing roulette. He places his bet on black. The wheel spins and comes to a stop on the number 13. If the number 13 comes up, Dan wins his bet.

Answer this question please: Does Dan win or lose his bet?",win
"I have a test where I am given the following article, what is the answer for the question: What is the name of the company that was founded by a group of friends in 1999? ?

1.",Google
"I have a test where I am given the following article, what is the answer for the question: What is the name of the person who has to be taken to the hospital? ?

2.",Jordan
"BLACK TO PLAY 
WHITE TO PLAY 
3. 
4. 
 
 
WHITE TO PLAY 
WHITE TO PLAY 
 
 
 
 
 
 
Othello: From Beginner to Master –

With reference to the above context, Who is the black player?",BLACK TO PLAY
"Given the following context:

Simple Endgame Advice 
Copyright © 2003, Randy Fang 
 
64 
Answers:  
 
1. 
2.

answer the following question:

What is the answer to the first question?",64
"BLACK WINS 33-31 
WHITE WINS 33-31 
3. 
4. 
 
 
WHITE WINS 33-31 
WHITE WINS 40-24

With reference to the above context, Who wins the game?",WHITE
