input,output
"I have a new situation: John and Keith are playing a disc game. They take turns flipping the disc. The goal is to make the opponent not have any more moves along the edge. The player that reaches that goal first wins.

But I can use this background: In either case, Black could flip the
White disc on his next turn (e.g. White - a3;
Black - a2), leaving White with no more
moves along the edge.

What is an answer for this question: Who will win the game?",John
"Given the following context:

However, Black's a4
move also has its problems:

answer the following question:

What is the name of the move that has its problems?",Black's a4
"by flipping three
interior discs (b4, c4 and d4) it reduces Diagram 79: White to play
Black's future mobility and may open up
new good moves for White.

Q: What color is the player who is in control of the moves in Diagram 79?

Referring to the passage above, the correct answer to the given question is",White
"Given the following context:

Also, if White
continues with 16.

answer the following question:

What is the name of the person who continues with 16?",White
"a3, Black has to choose between giving up the tempo or taking a
weak C-square move (a2) early in the game.

Q: What does Black have to choose between?

A:",giving up the tempo or taking a
"Given the following context:

Black's move to a4 at move 15 is referred to as taking the edge ""head-on.""

Answer the following question:

What is the move that is taken head-on?",Black's move to a4
"Contrast
this to the situation if Black had gone to a5 instead (taking the edge ""diagonally"" or
""slanted"").

Q: What does the text say Black did instead of going to a5?

A:","taking the edge ""diagonally"" or ""slanted"""
"Now White can respond with a3 and Black will no longer gain a tempo.

Q: What does White do to stop black from gaining a tempo?

Referring to the passage above, the correct answer to the given question is",a3
"Ac-
tually, White might choose a4 in preference to a3.

Given the question ""What will White do next?"", what is a valid answer?",choose a4
"While this allows Black the tempo-
gaining continuation to a3, Black is unlikely to be in a hurry to take a3.

With reference to the above context, What does Black want to do with a3?",take a3
"The move has
the undesirable effect of flipping the discs at b4 and c5 as well as leading Black towards
a possible over-abundance of edge discs that may poison moves and be a mobility-
reducing liability later in the game.

Q: What may poison moves and be a mobility-reducing liability later in the game?

A:",over-abundance of edge discs
"But if Black does not take a3, White can continue
with a6!

White's a3 (tempo) response to 15.

Q: What is the name of the move that white makes?

A:",tempo
"a5 is sometimes referred to as the ""American""
style of edge play while the a4 (positional) response is labelled the ""European"" style.

Q: What is the ""American"" style of edge play?

A:",a5
"Extract the answer to the question from the following context.
Question: What is the subject of this statement?
Context: One cannot assume that either style is always to be preferred.",style
"Similarly, taking the edge
head-on (15. a4) seems preferable to the a5 choice for Black in this position (Diagram
77), though there are other positions when taking the edge diagonally would be pre-
ferred.

With reference to the above context, What is the preferred move for black?",taking the edge
"Extract the answer to the question from the following context.
Question: What is the name of the game?
Context: ]",Mario Kart
"©

©
©
@

Ct ee

oOo -— mm

Q: What is the name of the person that wrote this?

A:",@
"I have a review: Oh & TH

Othello: Brief & Basic 37
oOo a m@ mm & WH

38

I want to know: What is the name of the play that the reviewer is reviewing?

Answer:",Othello
"So, what is more critical: gaining a tempo or avoiding a weak edge position?

Q: What is more critical, gaining a tempo or avoiding a weak edge position?

Referring to the passage above, the correct answer to the given question is",avoiding a weak edge position
"Given the following context:

Taking
an edge or an interior square?

answer the following question:

What will happen to Others?",be happy
"I have a test where I am given the following article, what is an answer for the question: What is the thing that can be taken head-on or slanted? ?

Taking an edge head-on or slanted?",an edge
"Taking too many
edge squares or too little?

With reference to the above context, What is the name of the game?",Taking too many
"Given the following context:

Taking an edge square adjacent to an opponent's disc or away
from the opponent?

answer the following question:

What does the player want to do with the opponent's disc?",Taking an edge square adjacent to an opponent's disc or away
"Extract the answer to the question from the following context.
Question: What is the answer to the question?
Context: We have seen that the answer to these questions is an unsatisfactory
one: It depends.",It depends
"This section detailed the issues relevant to making these decisions.

Q: What did the section detail?

Referring to the passage above, the correct answer to the given question is",the issues relevant to making these decisions
"I have a new situation: John is a novice investor. He wanted to learn more about stocks and bonds. To that end, he bought some stocks and bonds. John labeled the stocks as class A. Then he labeled the bonds as class B. John intended to compare the performance of these two investments.

But I can use this background: Af-
ter this, experience will be the best teacher.

What is an answer for this question: Which one would most likely perform better, class A or class B?",class A
"I have a test where I am given the following article, what is the answer to the question: What is the title of the person who is described as having a strong presence? ?

20.",the king
"I can use this background: Edge play: Developing & Resolving Edges

Developing an Edge.

Now, I have a new situation: Two skaters, both named Bob, are at the rink practicing for a competition. Both of them are performing the same routine, but one of them, Bob A, is performing it well, and the other, Bob B, is performing it poorly. Bob A is able to develop his edges much more successfully than Bob B, and as a result, he looks much more graceful and fluid in his movements.

Answer this question please: Which bob is performing better?",Bob A
"I know that the answer to the question ""What is the purpose of the moves?"" is in ""Moves subsequent to the initial move to the edge are moves
that develop the edge."". Can you tell me what it is?",develop the edge
"Given the following context:

For most of this discussion, we will focus on what happens after
an initial White move to an A-square.

answer the following question:

What will happen to the A square?",focus on what happens after
"I know that the answer to the question ""What is the second word in the first sentence?"" is in ""Similar principles could be applied to an initial
move to a B-square."". Can you tell me what it is?",an
"I know that the answer to the question ""What is the name of the player who initiated the edge?"" is in ""The discussion will also focus primarily on the decisions of the
player who initiated the edge (White in this case)."". Can you tell me what it is?",White
"At this point, Black will have three
basic choices (assuming access to the relevant squares): avoid the edge altogether, go to
a square adjacent to White's disc, or go to square non-adjacent to White's disc.

Q: What is the third option for black?

Referring to the passage above, the correct answer to the given question is",go to square non-adjacent to White's disc
"I can use this background: By dis-
cussing the merits of White's responses to each of these type of moves, we will also de-
velop a feeling for the merits of Black's ini-
tial choice.

Now, I have a new situation: David is a chess master. One day he was playing chess with his friend John. After some time, David made his move. John thought for a while, and made his move. David analyzed John's move and made his next move.

Answer this question please: Who would develop a feeling for the merits of Black's initial choice, David or John?",David
"Given this review: ""abe h""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"In the first case, Black chooses to
C3 C3 avoid the edge after White's initiating move.

Q: What does Black do in the first case?

Referring to the passage above, the correct answer to the given question is",C3 C3 avoid the edge
"Question: What is the narrator discussing in the text?
If there is no answer, please output ""Insufficient information to provide an answer."".
Movie title: The Edge
Context: oO Oo oO White now has to decide whether to contin-

ue by developing the edge immediately or
CWC r C) not.",Insufficient information to provide an answer.
"Developing the edge has the advantage
se

of gaining a tempo, but may result in subse-
quent move limitation problems and/or
weak edge positions.

Q: What is the disadvantage of developing the edge?

Referring to the passage above, the correct answer to the given question is",move limitation problems and/or weak edge positions
"Diagram 80 illustrates
some (by no means all) edge positions sub-
sequent to White's decision to develop edges
C that Black has avoided.

With reference to the above context, What color is the player who avoids the edges?",Black
"Along the East edge
is a table pattern (White is in possession of
both A-squares and there are no other pieces
C3 C3 along the edge; see also Point #9).

Q: What is the pattern on the East edge?

A:",table pattern
"A table
has the advantage of being a secure edge:
Diagram 80: White to move while Black has safe moves available (h4 or
h5), taking one assures White an equally
safe response along the same edge (the re-
maining vacant B-square).

Q: Who is to move in Diagram 80?

A:",White
"However, this table is also disadvantageous in that it is a
closed edge to White: White has no access to any of the remaining vacant squares along
the edge (unless Black moves there first).

Q: What is the disadvantage of the table?

A:",White has no access to any of the remaining vacant squares along the edge
"In contrast, the table along the South edge 1s
not closed to White: since c7 and d7 are Black, White maintains considerable safe ac-
cess to the edge (i.e. it remains an open edge for White).

Q: What is the table along the South edge not closed to?

A:",White
"Extract the answer to the question from the following context.
Question: What is the first piece of information given about the game?
Context: The vacant square at f7 should
also be considered among the possible moves in this region: White can probably gain a
tempo by going there, but will lose all access to the h8 corner region by doing so.",The vacant square at f7 should also be considered among the possible moves in this region
"I have a new situation: Bob is a chess master. One day he was playing chess with his friend Sam. After some good moves from both players, the game ended in a draw. Bob analyzed the chess game afterwards and concluded that  White's North edge position had created a type of weakness referred to as a hole.

But I can use this background: Final-
ly, note that White's North edge position has created a type of weakness referred to as a
hole (d1).

What is an answer for this question: Did Sam or Bob create a weakness referred to as a hole?",Sam
"Given the following context:

White has no access to this square but Black can wedge in there with a free
move at any time he wishes.

answer the following question:

Which player has more access to the square?",Black
"Though experts sometimes find it useful to create these
holes (typically to gain a necessary tempo), they should be avoided as a general rule.

Q: What is the typical reason for creating holes?

Referring to the passage above, the correct answer to the given question is",to gain a necessary tempo
"The next three diagrams show some selected positions after Black has gone to an
edge initialized by White.

Q: What has black done to the edge?

Referring to the passage above, the correct answer to the given question is",gone to an edge
"In these diagrams, the edge decisions are simplified by the
fact that the 4 squares immediately interior to the A and B edge squares are all occu-
pied.

With reference to the above context, How are the edge decisions simplified?",the 4 squares immediately interior to the A and B edge squares are all occu-
"Obviously, im actual games, this will not always be the case.

Q: What will not always be the case in actual games?

A:",this will not always be the case
"In Diagram 81, there
are two edges where Black followed White's A-square moves by going to the adjacent
B-square.

Q: What is the name of the diagram?

A:",Diagram 81
"Given the following context:

Along the North edge, White should probably not move to the edge at all.

answer the following question:

What should White do along the North edge?",not move to the edge at all
"I have a game board: Black currently has no access to e1, f1 or gl.

I have a position: e1

I have a question: What is Black's access to e1?

Answer:",no
"I know that the answer to the question ""What is the name of the person who is not White?"" is in ""Any move that White would make would

QO

Othello: Brief & Basic
unfavorably change this (e.g. a move to el

closes the whole edge to White)."". Can you tell me what it is?",Othello
"White a_i
needn't worry about Black's potential move
to bl: it forms a dangerously weak ""uneven
three"" that White could exploit in various
ways later in the game (possibly setting up a
Stoner trap or making a semi-forcing move
to el, etc.).

Q: What could white do to exploit the uneven three?

A:",setting up a
"Along the East edge, rather than
leaving the edge alone, a move to h4 for
White seems attractive: since it doesn't flip
g4, White still retains access to h3.

Q: What does White retain access to?

A:",h3
"This
pressures Black to prevent the h3 move by
going to either h3 or h2.

White plays h4. Black plays h3. White plays g4. Black plays g3. White plays f4. Black plays f3. White plays e4. Black plays e3.

Which player did not play e3?",White
"Once again, the de-
sirability of a type of move varies with the
overall board position!

Q: What varies with the overall board position?

Referring to the passage above, the correct answer to the given question is",desirability of a type of move
"Refer to the passage below and answer the following question:

Passage: Diagram 82 shows three situations after
Black has followed White's mitial A-square Diagram 1
moves by going to the non-adjacent B-
square.

Question: What is the name of the diagram that shows three situations after Black has followed White's mitial A-square Diagram 1 moves by going to the non-adjacent B-square?",Diagram 82
"Itis typically a poor move for White
to continue by going to the remaining A-
square (e.g. f1 along the North edge), as this a_i
allows Black to wedge in at dl and safely,
gain the last move along the edge.

With reference to the above context, What does this allow black to do?",gain the last move along the edge
"An initial
White move to d1 would be better: it doesn't
flip e2 and thus leaves Black's mobility re-
stricted along the edge.

Q: What does the move not do?

A:",flip e2
"I have a game board like this:

On the East edge, an
h6 move shares similar problems with f1,
but h4 works out less well than does d1.

I am trying to answer this question: What is the name of the move that works out less well than d1?",h4
"Along the South edge, there is a surprise: If
White goes to f8, Black will not have access
to the d8 square: Black will be forced to
choose between going to g8 (taking a rela-
tively weak C-square edge position) or let-

Q: What will happen if White goes to f8?

A:",Black will not have access to the d8 square
"tng White take d8 on White's next tum
(thereby allowing White to gain a tempo,
though White will be closing off the edge if
he does)!

Q: What is the name of the piece that White is playing?

A:",tng
"It is usually a difficult no-win type
of decision for Black.

With reference to the above context, What kind of decision is it for Black?",no-win
"Refer to the passage below and answer the following question:

Passage: White's move to f8
followed by Black's ""unexpected"" lack of
edge square access (to d8 in this case) is re-
ferred as an ""edge trap"".

Question: What is it called when a player does not have access to a certain square?",lack of edge square access
"Given the following passage

""It is one of several
possible types of edge traps (two more ex-
amples are discussed in Diagram 84)."",

answer the following question. Note that the answer is present within the text.

Question: What is the first type of trap mentioned?",edge traps
"I know that the answer to the question ""What is the second word in the first paragraph?"" is in ""These
traps can often have a critical influence on
the outcome of the game (e.g. see Pomt
#21)."". Can you tell me what it is?",often
"Given the following context:

Black's remaining major option, after
White's initial A-square move, is to go to the
opposite A-square.

Answer the following question:

Who is the player who can go to the opposite A-square?",Black
"White then has to decide
whether to continue to develop the edge.

Given the question ""What will happen to White?"", what is the answer ""have to decide what to do""?",have to decide what to do
"Question: What is the name of the figure that has three common edge patterns?

Context: ""In
Diagram 83, we see three of the more com-
mon edge patterns that can develop (they
may also develop from other initial posi-
tions).""

Answer:",Diagram
"I have a new situation: The archaeologists studied two shards from the dig, shard A and shard B. Shard A was from the North edge, and shard B was from the East edge. They were trying to learn as much as they could from these fragments.

But I can use this background: The North and East edges both show
a 3-disc edge pattern called a Boscov.

What is an answer for this question: Which shard had a Boscov pattern?",shard A
"Diagram 83
Though this position may remain unaltered

o

+
tan)
a

Ole
ss,

CO @eeOor
eC ee

ees

Oo a om

With reference to the above context, What may remain unaltered?",this position
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Of ff Wo ho

oe
COO}
ee)""",5
"Given this review: ""Cjeee

Oo a om Ch & Wo ht

oOo -s m""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"I know that the answer to the question ""What is the name of the game?"" is in ""Oo & WH

Othello: Brief & Basic 39
for many turns, eventually one player or the other typically goes to the remaining vacant
B-square (i.e. d1 or h4), challenging the opponent to take a C-square along that edge
(or lose a tempo)."". Can you tell me what it is?",Othello
"Note how, in this case, a Black move to d1 works out better than the
comparable move to h4.

Q: What kind of move is being discussed?

A:",Black move
"Extract the answer to the question from the following context.
Question: What is the purpose of this passage?
Context: This is because if White continues to g1 along the North edge,
White is left with an unbalanced edge (White has no access to b1), while an h2 continu-
ation along the East could be followed by White balancing the edge at h7 (see Point #7
for more on unbalanced edges).",more on unbalanced edges
"An initial move to h4 also works out less well than d1
for White: 1t would flip the disc at g3 to White, permitting Black to follow with h7,
threatening to balance the edge by going to h2 on his next turn (but see the discussion of
Diagram 86).

Q: What does h7 threaten to do?

A:",balance the edge
"Given all this, | would probably recommend the player whose turn it is in
Diagram 83 to take d1 (before his opponent does)!

With reference to the above context, What would the writer recommend the player do?",take d1
"Extract the answer to the question from the following context.
Question: What is the name of the person who is writing about the Boscov pattern?
Context: [Another slight digression: A variation on the basic Boscov pattern would be if the
Black disc at h5, in Diagram 83, was at h4 instead.",Another
"A full discussion of the advantages
vs. disadvantages of these two variations is beyond the scope of this Handbook, though
they usually focus on issues such as which variation offers the better chance of getting
(or preventing the opponent from getting) a balanced edge (e.g. in the position shown in
the Diagram, a White move to h4 would flip g3 and f2, while in the variation position, a
White move to h5 results in a nearly identical East edge pattern but does not flip the g3

and f2 discs)]

4 e f gag

Q: What is the scope of this handbook?

Referring to the passage above, the correct answer to the given question is",A full discussion of the advantages vs. disadvantages of these two variations
"oh Boscov decisions (e.g. whether to fill in

poe the vacant B-square or let your opponent do
AMO

With reference to the above context, What is the name of the game that is referenced in the text?",Boscov
"Given the following context:

[O

it) are another example of the tempo vs. posi-
@oCe

tion decisions that an Othello player com-
eccee square is filled in, the players are typically
left with still another of these dilemmas.

answer the following question:

What is the name of the game that has tempo vs. position decisions?",Othello
"Extract the answer to the question from the following context.
Question: What is the name of the movie?
Context: monly faces along the edges.",monly faces
"After the B-
Thus, along the West edge of Diagram 83,
White must decide whether to go to a7, gain-

ing a tempo at the expense of an unbalanced

edge, or leave the edge alone with the nsk
that Black might decide to gain a tempo by

going to a2.

White has decided to go to a7. What might Black decide to do next?",go to a2
"These decisions are made more
difficult by the need to simultaneously con-

oOo a m@ mm & WH

sider the relative merits of moves along all 4

eee edges (as well as any viable non-edge

Diagram &+-A moves).

With reference to the above context, What are the decisions made more difficult by?",the need to simultaneously con-
"(Hey, nobody said becoming an
Othello expert would be easy!)

Q: What did the book say would be easy?

A:",becoming an Othello expert
"dt Next, in Diagram 8, we see two particu-

a bec def @aoh larly dramatic examples of edge traps.

With reference to the above context, What are the examples of dramatic edge traps?",two particu-
"Given the following context:

First,

note how after Black makes the seemingly
innocent move to f2, White can continue

with b1.

answer the following question:

What is the name of the player who makes the move that the other player can continue with?",Black
"This would normally be suicidal if
Black has access to the hole at e1.

Q: What would be suicidal if Black has access to the hole at e1?

A:",This
"But in this

case, White can get a triple gain in tempo,
getting both el and g1 on subsequent turns.

Q: What is the name of the piece that can get a triple gain in tempo?

Referring to the passage above, the correct answer to the given question is",White
"This typically destroys the position of the un-

CIPA@O@OO suspecting Black player.

With reference to the above context, What is the position of the un-suspected Black player?",destroyed
"I have a test where I am given the following article, what is an answer for the question: What is the first word of the second note? ?

Second, note that

eee ie Black actually has a much better move than

f2:",eee
"Extract the answer to the question from the following context.
Question: What is the first word in the passage?
Context: h",h
"Extract the answer to the question from the following context.
Question: What is the name of the band that played at the concert?
Context: i d",i d
"Extract the answer to the question from the following context.
Question: What is the first word in the passage?
Context: f hi b",f
"Extract the answer to the question from the following context.
Question: What is the narrator trying to say?
Context: O eee” going to | b&!",O eee” going to | b&!
"Because White does not | have

OOOo® access to c8, Black will get both remaining

With reference to the above context, What does White not have access to?",c8
"oOo -— mm

With reference to the above context, What is the name of the business?",oOo
"Extract the answer to the question from the following context.
Question: What is Oh & HW?
Context: Oh & HW

eeee moves along the South edge.",eeee
"| Resolving an Edge.

Q: What is the name of the final step in the process?

A:",Resolving an Edge
"I have a new situation: David and James are playing a game of chess. After a long game, the game has reached a resolved edge.

But I can use this background: A resolved edge is

40

Diagram o4+-6 one where neither player can make any more
safe moves.

What is an answer for this question: Who is the winner of the game?",David
"I know that the answer to the question ""What is the North edge?"" is in ""Diagram 85 shows four of the

Othello: Brief & Basic
more common resolved edges: the unbal-
anced edge (East), the balanced edge
(South), the dual-unbalanced edge (West),
while the North edge is typically referred to
as an ""even-four."""". Can you tell me what it is?","typically referred to as an ""even-four."""
"Note that the North edge
would still be considered resolved even if
the disc(s) at dl and/or e1 were Black (i.e.
wedged in).

With reference to the above context, What edge would still be considered resolved even if the discs at dl and/or e1 were black?",North
"Given the following passage

""The dual-unbalanced edge is a

2
| |OOCee
particularly interesting pattern and may lead 4 eeeece)
to each player attacking the other's position 5 C C ®@ C ®@ C)
via corner sacrifices (e.g. b2 for Black vs. b7
for White), with a3 becoming a tempo- © C3 ® ® C3 C3 C)
;
8

ini fe h fitabl
iake it first Some of these resolved edges 7 (|_| OHMIC
eee0

may not stay permanently resolved."",

answer the following question. Note that the answer is present within the text.

Question: What is the second number in the first line of the passage?",2
"Thus,
the even-four in Diagram 85 is a resolved

edge only because White cannot get access Diagram 65
to bl or gl.

Q: What is the even-four in Diagram 85?

Referring to the passage above, the correct answer to the given question is",a resolved edge
"Given the following context:

Similarly the East edge is re-
solved because Black does not have access
to h2.

Answer the following question:

What is the reason the East edge is re-solved?",Black does not have access to h2
"Safe access to these squares may be a ob

+,

reestablished later in the game.

Q: What is the purpose of the squares?

Referring to the passage above, the correct answer to the given question is",Safe access
"Question: ""What is the opposite of a bad idea?""

Context: ""Is it a good idea to resolve an edge as_ 1
soon as you can, or should you leave it unre-
solved for a while, or even let your opponent
resolve it?""

Answer:",a good idea
"As so often is the case, it depends.

Q: What is the answer to the question?

Referring to the passage above, the correct answer to the given question is",it depends
"Given the following context:

Resolving an edge tends to simplify the
overall board position and (almost by defini-
tion) reduces the number of safe moves in
the region of the board in question.

Answer the following question:

In a game of chess, what is usually considered the most important part of the board?",the edge
"Question: ""What is the main point of the passage?""

Context: ""Whether
this is good or bad depends on the particular
board position, though most typically it is
the player who already has the lead that
gains the most immediate benefit from re-
solving an edge quickly (see also Point #13).""

Answer:",Whether this is good or bad depends on the particular board position
"Extract the answer to the question from the following context.
Question: What will a player need to do?
Context: C3

Sometimes a player will need to take .",take .
"""desperate"" action to prevent an edge from Uiagram
being resolved by an opponent.

Q: What kind of action is it?

A:",desperate
"Thus, in Dia-
gram 86, Black could go to h7, balancing the
East edge.

Q: In diagram 86, black could go to what square?

A:",h7
"But White would continue by goimg to b1, balancing the North edge.

Given the question ""How would White go about doing this?"", what is a valid answer?",balancing the North edge
"This
leaves Black in a losing position.

Given the context: How would Black feel as a result?",bad
"Given the following context:

So instead, Black should go to b2 immediately, pre-
venting White from safely balancing the North edge.

Answer the following question:

What should Black do instead of balancing the North edge?",go to b2
"Now it is Black that will win the
game.

Given the question ""What will Black do next?"", what is a valid answer?",win the game
"[A digression: Moves like Black's b2 move can sometimes block opponent's
from A-squares as well as C-squares, as would be the case if cl were vacant in Diagram
86.]

Q: What is the name of the move that can block opponent's from A-squares as well as C-squares?

A:",Black's b2 move
"This example serves as a convenient introduction to our next and last point.

With reference to the above context, What is the last point?",last point
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Ss

O

®
eee
Je)
eee
OO

O

ck""",5
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""to play

@
©
©
©

eeeees
Qe @OCeCr
et (Sees ep
WeCe@Vee.""",5
":

Q: What is the name of the game?

A:",Minecraft
"I know that the answer to the question ""What does the first word in the paragraph mean?"" is in ""©

Oo a om Of & Wo ht

O

oo

6: Bl

o

21."". Can you tell me what it is?",Oo
"Decisive Moves and Prioritizing of Moves.

With reference to the above context, What is the second of the three main principles of chess?",Prioritizing of Moves
"I read this background article the other day: The previous 20 points have described a collection of rules, principles, generaliza-
tions, and guidelines for making intelligent decisions about what is the best move in any
particular Othello position.

I am facing a new situation today: Two friends learned to play Othello. Tom was already quite good at it, while Bill was just a beginner.

Using the knowledge I have from the background article, how should I answer correctly the following question regarding my new situation: Which friend learned fewer generalizations?",Bill
"However, making such decisions in actual games requires
combining these ideas into an integrated overview.

Q: What is required to make decisions in actual games?

Referring to the passage above, the correct answer to the given question is",combining these ideas into an integrated overview
"I know that the answer to the question ""How do you get a tempo-gain?"" is in ""For example, in a given position,
there may be an unbalanced edge waiting to be balanced, an opponent's move waiting to
be poisoned, a potential tempo-gain by the opponent to try to prevent, and a safe move
to take before the opponent blocks it."". Can you tell me what it is?",by the opponent to try to prevent
"Which of these valid concerns should take prece-
dence?

With reference to the above context, What should take precedence?",valid concerns
"I have a new situation: Bob is a bull fighter. He has two goals in his life, learn bull fighting and become a millionaire. He started his career with learning bull fighting. He practiced it for many years. He became a good bull fighter. Then he started his business. He was not only a good bull fighter but also a millionaire.

But I can use this background: What if attaining one goal actually interferes with another?

What is an answer for this question: Will learning bull fighting help or hinder Bob's chances of becoming a millionaire?",help
"This section discuss-
es two concepts that I believe are useful in solving these inevitable dilemmas.

Q: What is the main topic of the section?

A:",solving inevitable dilemmas
"Extract the answer to the question from the following context.
Question: What is the last letter in the first word?
Context: Othello: Brief & Basic 41
ianeeCe

2 @@CO@O

jeeoue

ee { ee

‘gee?

@OCe",t
"Extract the answer to the question from the following context.
Question: What is the first diagram?
Context: Cr

20 \ ieee

7

3

Diagram 87: White to move

hi

1

eees

210 (OOOO

eenooce

1@OCOC CO

5} OOOO
OOO @OO

CO! @e@

7

3

Diagram 66-6: After moves

41-45 (a5!-al-a?-a8-b2)

42

Decisive Moves.",87
"Question: ""What is the goal of the players?""

Context: ""It often happens, espe-
cially between two players of about equal
skill, that the endgame arrives with neither
player having a clear path to victory.""

Answer:",victory
"It may
be that a computer could show that one or
the other player has an undeniable win with
perfect play, but since neither player is like-
ly to play perfectly for the last 20 moves,
this may not be very relevant (though it of-
ten provides a very instructive after-the-
game analysis).

Q: What does the computer show?

A:",one or the other player has an undeniable win with perfect play
"Yet, at some point, a move
is made after which, barring any major blun-
ders, the outcome seems decided.

Q: What is the outcome of the move?

A:",decided
"Question: What is the move called?

Context: This move
is called the decisive move (though occa-
sionally the critical nature of such a move
will not be apparent until looked at in retro-
spect one or two moves later).

Answer:",decisive move
"Given the following context:

I realize this
is a subjective definition, since recognition
of a decisive move will depend upon a
player's overall Othello ability.

answer the following question:

What is the thing that will depend upon a player's overall Othello ability?",recognition
"But I still be-
lieve itis an instructive concept.

Q: What is the narrator's belief about the concept?

Referring to the passage above, the correct answer to the given question is",itis an instructive concept
"An example of this concept is in Dia-
gram 87.

Q: What is the number of the diagram?

Referring to the passage above, the correct answer to the given question is",87
"White has an opportunity to make
a decisive move.

Given the question ""How would White feel afterwards?"", what is a valid answer?",excited
"Before reading further, see
if you can find it.

Q: What is the first thing you should do before reading further?

A:",see if you can find it
"Given the following context:

Ready?

answer the following question:

What is the first word in the passage?",Ready
"Okay.

Q: What is the name of the company that makes the product?

A:",Okay
"Given this review: ""White
should go to al!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"Though this is a fairly obvi-
ous choice to Othello experts, less skilled
players (who have learned about the danger
of unbalanced edges) may be surprised.

Q: Who might be surprised at Othello experts' choice?

Referring to the passage above, the correct answer to the given question is",less skilled players
"Af-
ter all, this move allows Black to follow by
taking the wedge at bl, gaining undeniable
access to h1 securing both the north and east
edges.

Q: What is the name of the move that allows Black to follow by taking the wedge at bl?

A:",this move
"I have a game board like this:

Despite all this, after al-b1l-a7-h1-g2,
White gets the remaining 2 corners and
more than enough discs to win the game.

I am trying to answer this question: Who wins the game?",White
"In
contrast, if White takes the seemingly desir-
able quiet move to a7 (rather than a1 initial-
ly), it quickly leads to disaster.

Q: What happens if White takes the seemingly desirable quiet move to a7?

Referring to the passage above, the correct answer to the given question is",it quickly leads to disaster
"I have a game board like this:

Black fol-
lows with g7, gaining control of the al-h8
main diagonal.

And I want to answer this question: What is the name of the diagonal line that is controlled by the black pieces?",al-h8
"Given the following passage

""Now White can no longer go
to al."",

answer the following question. Note that the answer is present within the text.

Question: What is White's last name?",can
"Given the following context:

He has missed his chance at a decisive
move, and is now set up to lose all four cor-
ners and the game.

answer the following question:

What will happen to the person described?",lose all four cor-
"In essence, Black's g7
(rather than White's potential al) became
the decisive move of the game.

Q: Which player made the decisive move of the game?

A:",Black
"[Note: A
similar situation existed in Diagram 86:

With reference to the above context, What was the situation in Diagram 86?",similar
"Black needed to recognize and take the deci-
sive move to b2 rather than the seemingly
safer (but losing) move to h7.]

Q: What move did Black need to take?

Referring to the passage above, the correct answer to the given question is",b2
"Given the following passage

""Note also
how a seemingly minor change in just one
disc can alter the position dramatically:"",

answer the following question. Note that the answer is present within the text.

Question: What is the disc?",position
"Given the following context:

thus, if the disc at d4 in Diagram 87 were
White, a Black move to g7 would no longer
give Black control of the main diagonal.

answer the following question:

If the disc at d4 in Diagram 87 were white, what would no longer give black control of the main diagonal?",Black move to g7
"Extract the answer to the question from the following context.
Question: What is the difference between the two choices?
Context: White could now safely go to a7 (in prefer-
ence to the previously recommended a1)!",prefer-
"Given the following context:

Othello: Brief & Basic
The point of all this is: Always be watching for decisive moves and when you find
one, take it immediately.

answer the following question:

What is the point of the book?",Always be watching for decisive moves and when you find
"Don't let the critical moment pass.

Q: What is the critical moment?

A:",let the critical moment pass
"Make sacrifices if neces-
sary.

Q: What does the first word of the quote mean?

Referring to the passage above, the correct answer to the given question is",Make sacrifices if neces-
"Look especially for bold unexpected moves that may seal a victory rather than
more conservative ""safe"" moves that leave the outcome still in doubt.

Q: What kind of move should you look for to seal a victory?

A:",bold unexpected moves
"I can use this background: Avoid the tempta-
tion to wait for a more favorable position or you may discover that your winning oppor-
tunity will disappear altogether.

Now, I have a new situation: John is a day trader. He buys and sells stocks based on the price movement. Yesterday, he was thinking that he should wait for a more favorable position for a stock he wanted to buy. But he didn't wait and bought the stock when the price was high. He regretted his decision.

Answer this question please: Would John's decision to wait for a more favorable position be a good one or a bad one?",bad one
"Question: ""What is the name of the game?""

Context: ""My personal favorite for a decisive move is from a ""postal Othello"" game I played.""

Answer:",Othello
"Extract the answer to the question from the following context.
Question: What does the narrator do for a living?
Context: The critical position is shown in Diagram 88—A. I was Black and none of my possible
choices at move 41 seemed to lead to the clear-cut path to victory that I was seeking.",I was Black
"Question: ""What is the move that was discovered?""

Context: ""Fi-
nally, I discovered a truly wonderful (and decisive) move: a5!""

Answer:",a5!
"Even though it sacrificed
the al corner, I knew I had the game won.

Given the question ""What is the narrator feeling about the game?"", what is the answer ""victorious""?",victorious
"After White predictably went to a1, I contin-
ued by going to a7, allowing White to take a second comer at a8(!).

Q: What did White do after White went to a1?

A:",took a second comer at a8(!)
"I then went to b2 at
move 45, leaving the position as shown in Diagram 88-

With reference to the above context, Where did I go to after move 45?",b2
"I have a test where I am given the following article, what is the answer to the question: What is the full name of the person who is a member of the National Academy of Sciences? ?

B.",B.
